hash,initial_buffer_time,Rebuffer_count,average_duration_of_stalling_event,mean(seqPSNR),averageWeightedBitrate,st_events_max,bitrate_pos_changes_count,bitrate_neg_changes_count,bitrate_max_pos_change,bitrate_max_neg_change,bitrate_mean_pos_change,bitrate_mean_neg_change,freq_of_st,Bitrate_switch_count,freq_of_sw,Rebuffer_percentage,Average_Bitrate_Swithcing_magnitude,Average_relative_Bitrate_Swithcing_magnitude,Ratio_on_highest_sequense_quality_layer,Ratio_on_minimum_sequense_quality_layer,Ratio_on_sequense_quality_layer_max_2,width_height,SI,TI,content,motion,Constant_bitrate,MOS
281,0.4,0,0,35.537,2550,0,1,0,2245,0,2245,0,0,1,0.096153846,0,2245,2245,0.8,0,0.8,734152,61,82,sports,high motion,0,70.5194139
282,0.36667,0,0,35.9639,3316.8,0,2,0,2245,0,1761.5,0,0,2,0.192925425,0,1761.5,1761.5,0.5999982,0,0.7999976,1310680,61,82,sports,high motion,0,73.83738343
283,0.33333,2,1.7833,35.9263,3316.8,2.6667,1,1,3523,-1278,3523,-1278,0.143884892,2,0.143884892,0.262899444,2400.5,1122.5,0.442260334,0,0.589680445,1310680,61,82,sports,high motion,0,46.46328222
284,0.33333,0,0,36.6678,4178.4,0,2,0,3523,0,2519,0,0,2,0.193549011,0,2519,2519,0.4000012,0,0.8000024,1539720,61,82,sports,high motion,0,72.14188318
285,0.33333,1,7.3,36.9043,4481.4,7.3,2,0,3523,0,2519,0,0.056710882,2,0.113421765,0.421964316,2519,2519,0.346821411,0,0.462428548,1539720,61,82,sports,high motion,0,58.86722675
286,1.1333,0,0,33.7384,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,307200,61,82,sports,high motion,1,65.7061507
287,1.2667,0,0,33.9663,1193.6,0,1,0,703,0,703,0,0,1,0.088757134,0,703,703,0.2,0,0.2,314880,61,82,sports,high motion,0,57.17223818
288,1.2667,0,0,34.8953,2241.8,0,1,0,5944,0,5944,0,0,1,0.088757134,0,5944,5944,0.2,0,0.2,537600,61,82,sports,high motion,0,75.29922552
289,1.1,0,0,34.7927,1733.4,0,2,0,703,0,646.5,0,0,2,0.18018018,0,646.5,646.5,0.2,0,0.8,430848,61,82,sports,high motion,0,69.46409038
290,1.1,0,0,34.8971,1851.4,0,2,0,703,0,646.5,0,0,2,0.18018018,0,646.5,646.5,0.4,0,0.8,534528,61,82,sports,high motion,0,76.91820503
291,1.2667,1,0.63333,35.055,1982,0.63333,3,0,703,0,648.6666667,0,0.084033613,3,0.25210084,0.05955818,648.6666667,648.6666667,0.188088364,0,0.752353456,534528,61,82,sports,high motion,0,64.32456568
292,1.1,0,0,35.2879,2230.6,0,3,0,703,0,648.6666667,0,0,3,0.27027027,0,648.6666667,648.6666667,0.4,0,0.8,648960,61,82,sports,high motion,0,71.55620007
293,1.6667,0,0,34.0573,1193.6,0,0,1,0,-703,0,-703,0,1,0.085714041,0,703,-703,0.2,0,0.2,314880,61,82,sports,high motion,0,68.02696658
294,1.6667,1,0.066667,35.0135,1756,0.066667,0,0,0,0,0,0,0.085227515,0,0,0.006615938,0,0,0.993384062,0,0.993384062,345600,61,82,sports,high motion,1,69.37461176
295,1.3,0,0,35.0135,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,345600,61,82,sports,high motion,1,73.16184825
296,1.3,0,0,35.4462,2240.6,0,2,0,653,0,621.5,0,0,2,0.17699115,0,621.5,621.5,0.2,0,1,658944,61,82,sports,high motion,0,72.13435061
297,1.3333,0,0,35.5552,2358.6,0,2,0,653,0,621.5,0,0,2,0.176471107,0,621.5,621.5,0.2,0,1,784896,61,82,sports,high motion,0,78.41944441
298,1.3,0,0,35.7158,2489.2,0,2,0,653,0,621.5,0,0,2,0.17699115,0,621.5,621.5,0.4,0,1,784896,61,82,sports,high motion,0,75.81708569
299,2.8333,0,0,34.4095,1452.2,0,1,2,703,-1293,703,-998,0,3,0.233766841,0,899.6666667,-431,0.2,0,0.4,413952,61,82,sports,high motion,0,73.54601406
300,3.0667,0,0,34.7555,1710.8,0,2,2,703,-1293,646.5,-1293,0,4,0.306121668,0,969.75,-323.25,0.4,0,0.6,525312,61,82,sports,high motion,0,65.20396791
301,2.9667,0,0,34.3892,1452.2,0,0,2,0,-703,0,-646.5,0,2,0.154241249,0,646.5,-646.5,0.2,0,0.4,413952,61,82,sports,high motion,0,79.66357339
302,2.9333,1,1.1,35.2827,2110,1.1,2,2,590,-590,590,-590,0.071259077,4,0.285036306,0.099099099,590,0,0.540540541,0,0.900900901,658944,61,82,sports,high motion,0,70.10986961
303,1.6333,0,0,36.417,3254.6,0,0,1,0,-1278,0,-1278,0,1,0.085960132,0,1278,-1278,0.2,0,1,1115136,61,82,sports,high motion,0,82.71141813
304,1.6667,1,0.066667,36.417,3254.6,0.066667,0,1,0,-1278,0,-1278,0.085227515,1,0.085227515,0.006615938,1278,-1278,0.198676812,0,0.993384062,1115136,61,82,sports,high motion,0,80.43821272
305,1.6667,2,0.33333,36.4219,3379.6,0.53333,0,2,0,-1278,0,-965.5,0.1621626,2,0.1621626,0.062494141,965.5,-965.5,0.375002344,0,0.937505859,1327104,61,82,sports,high motion,0,71.32059637
306,1.6667,4,0.75833,36.6793,3765.8,1.4333,0,1,0,-1278,0,-1278,0.272108844,1,0.068027211,0.232734611,1278,-1278,0.460359234,0,0.767265389,1557504,61,82,sports,high motion,0,64.32483144
307,1.6667,4,0.70833,36.5501,3772.8,1.6333,0,1,0,-2521,0,-2521,0.275862069,1,0.068965517,0.220777197,2521,-2521,0.623378243,0,0.779222803,1612800,61,82,sports,high motion,0,66.27527823
308,1.6333,1,0.066667,37.0066,4277,0.066667,0,0,0,0,0,0,0.085470085,0,0,0.006625806,0,0,0.993374194,0,0.993374194,2073600,61,82,sports,high motion,1,79.07608322
309,2.3,4,1.6,37.0011,4179.2,2.1333,0,3,0,-2720,0,-1550.333333,0.213903743,3,0.160427807,0.390243902,1550.333333,-1550.333333,0.12195122,0,0.609756098,1557504,61,82,sports,high motion,0,60.45279998
310,2.2667,3,1.7333,36.733,3975,2.7333,0,4,0,-2521,0,-1486,0.171755397,4,0.229007197,0.342105263,1486,-1486,0.131578947,0,0.526315789,1196160,61,82,sports,high motion,0,62.86004108
311,2.3,4,2.1917,37.3242,4482.2,3,0,4,0,-1515,0,-1162.75,0.189873117,4,0.189873117,0.467141266,1162.75,-1162.75,0.106571747,0,0.532858734,1557504,61,82,sports,high motion,0,58.40079297
312,1.8333,3,3.1444,37.8457,5171.4,4.1667,0,3,0,-1515,0,-1332.666667,0.14106561,3,0.14106561,0.485422005,1332.666667,-1332.666667,0.102915599,0,0.514577995,1806336,61,82,sports,high motion,0,59.84707317
313,1.9,0,0,38.5872,6033,0,0,1,0,-1205,0,-1205,0,1,0.084033613,0,1205,-1205,0.2,0,1,2073600,61,82,sports,high motion,0,85.6355977
314,1.8333,3,2.5889,37.7419,5026.2,3.8,1,3,1205,-3998,1205,-1952,0.153061224,4,0.204081633,0.437149274,1765.25,-1162.75,0.225140291,0,0.562850726,1557504,61,82,sports,high motion,0,53.81162007
315,1.9,2,0.15,39.1431,6756,0.26667,1,1,1205,-1205,1205,-1205,0.163934426,2,0.163934426,0.029126214,1205,0,0.776699029,0,0.970873786,2073600,61,82,sports,high motion,0,77.28849105
316,2.3,3,1.9333,36.8027,3947.8,3.1667,0,2,0,-4651,0,-2972,0.165745856,2,0.110497238,0.367088608,2972,-2972,0.253164557,0,0.506329114,1148928,61,82,sports,high motion,0,65.25841443
317,1.8333,4,1.8583,37.5953,4900.6,5.4,0,1,0,-5241,0,-5241,0.207612098,1,0.051903024,0.426388427,5241,-5241,0.344166944,0,0.573611573,1209600,61,82,sports,high motion,0,47.54196849
318,1.7667,4,1.6,37.6997,5018.6,4.2,0,2,0,-4651,0,-2620.5,0.220183082,2,0.110091541,0.390243902,2620.5,-2620.5,0.365853659,0,0.609756098,1378176,61,82,sports,high motion,0,48.59586364
319,1.9,3,0.21111,39.3598,6997,0.43333,0,0,0,0,0,0,0.239362339,0,0,0.05955818,0,0,0.94044182,0,0.94044182,2073600,61,82,sports,high motion,1,73.49195047
320,2.04,1,0.04,21.688,173,0.04,0,0,0,0,0,0,0.082781457,0,0,0.003984064,0,0,0.996015936,0.996015936,0,76800,160,86,screen,smooth motion,1,19.40809413
321,0.24,0,0,24.2049,767.2,0,3,0,790,0,541.3333333,0,0,3,0.29296875,0,541.3333333,541.3333333,0.2,0.4,0.4,283392,160,86,screen,smooth motion,0,53.92102138
322,0.24,0,0,30.6116,1070.2,0,3,0,1111,0,783,0,0,3,0.29296875,0,783,783,0.2,0.4,0.4,494592,160,86,screen,smooth motion,0,48.87502451
323,1.24,0,0,24.9272,870.4,0,3,0,527,0,366,0,0,3,0.266903915,0,366,366,0.2,0,0.6,365772,160,86,screen,smooth motion,0,52.72630668
324,1.2,1,0.56,30.034,1395.2,0.56,2,1,2042,-725,1071,-725,0.085034014,3,0.255102041,0.053030303,955.6666667,472.3333333,0.189393939,0,0.568181818,722700,160,86,screen,smooth motion,0,69.41155464
325,2.08,2,0.26,24.5138,686,0.32,0,0,0,0,0,0,0.158730159,0,0,0.049429658,0,0,0.950570342,0,0,307200,160,86,screen,smooth motion,1,55.89660712
326,0.76,1,0.16,27.5317,1511,0.16,1,1,1111,-319,1111,-319,0.091575092,2,0.183150183,0.015748031,715,396,0.590551181,0,0.787401575,774144,160,86,screen,smooth motion,0,77.3002286
327,0.36,0,0,49.005,3044.4,0,1,0,2948,0,2948,0,0,1,0.096525097,0,2948,2948,0.8,0,0.8,1597440,160,86,screen,smooth motion,0,79.59731836
328,0.36,1,0.6,49.005,3044.4,0.6,1,0,2948,0,2948,0,0.091240876,1,0.091240876,0.056603774,2948,2948,0.754716981,0,0.754716981,1597440,160,86,screen,smooth motion,0,69.09025821
329,1.36,3,1.2133,54.7862,3548.8,1.92,0,1,0,-426,0,-426,0.2,1,0.066666667,0.26686217,426,-426,0.586510264,0,0.73313783,2073600,160,86,screen,smooth motion,0,74.97166485
330,0.66667,0,0,25.3204,427.4,0,2,1,434,-703,351.5,-703,0,3,0.281249121,0,468.6666667,0,0.1999994,0.5999982,0,133352,81,13,architecture,static,0,28.00784809
331,0.26667,0,0,27.0705,845.2,0,2,1,952,-952,827.5,-952,0,3,0.292206843,0,869,234.3333333,0.1999994,0.3999988,0.1999994,276480,81,13,architecture,static,0,45.81435886
332,1.2,0,0,25.7523,447.2,0,1,0,137,0,137,0,0,1,0.089285714,0,137,137,0.6,0,0,158700,81,13,architecture,static,0,38.64097925
333,1.2,0,0,26.6666,735,0,2,0,434,0,285.5,0,0,2,0.178571429,0,285.5,285.5,0.6,0,0,237586,81,13,architecture,static,0,40.91857064
334,1.2,2,4.9167,30.4359,1690.2,9.0333,3,1,2763,-1377,1147.666667,-1377,0.095087314,4,0.190174628,0.495797472,1205,516.5,0.100840506,0,0.302521517,685850,81,13,architecture,static,0,31.99007924
335,0.8,0,0,31.1359,2023.4,0,2,0,952,0,747.5,0,0,2,0.185185185,0,747.5,747.5,0.6,0,0.8,774144,81,13,architecture,static,0,76.63531216
336,1.2667,0,0,31.7638,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,921600,81,13,architecture,static,1,79.99073136
337,1.3,1,0.066667,34.0645,2656,0.066667,2,0,834,0,688.5,0,0.087976282,2,0.175952563,0.006625806,688.5,688.5,0.397349678,0,0.993374194,1327104,81,13,architecture,static,0,79.16441608
338,3.2667,1,0.53333,29.3371,1554.6,0.53333,0,3,0,-646,0,-498.3333333,0.072463768,3,0.217391304,0.050629907,498.3333333,-498.3333333,0.189874019,0,0.569622056,525312,81,13,architecture,static,0,60.1736895
339,1.3667,0,0,37.0133,3491,0,0,1,0,-1130,0,-1130,0,1,0.087976282,0,1130,-1130,0.2,0,1,2073600,81,13,architecture,static,0,92.32300826
340,1.9167,4,0.60417,32.2722,229,1,0,0,0,0,0,0,0.279070416,0,0,0.194626548,0,0,0.805373452,0.805373452,0,76800,53,66,movie,smooth motion,1,18.54165612
341,0.54167,0,0,34.281,471.8,0,2,1,636,-463,385.5,-463,0,3,0.28458408,0,411.3333333,102.6666667,0.1999994,0.3999988,0,141810,53,66,movie,smooth motion,0,41.9381977
342,0.29167,0,0,35.6663,900.8,0,2,0,943,0,717,0,0,2,0.194331354,0,717,717,0.3999988,0.3999988,0.3999988,188552,53,66,movie,smooth motion,0,56.68816811
343,0.75,0,0,36.2937,1014.6,0,2,1,1512,-569,1001.5,-569,0,3,0.279069767,0,857.3333333,478,0.2,0.4,0.4,259560,53,66,movie,smooth motion,0,47.44747535
344,0.25,0,0,35.9296,956.8,0,2,0,771,0,717,0,0,2,0.195121951,0,717,717,0.4,0.4,0.4,208896,53,66,movie,smooth motion,0,57.99042101
345,0.25,0,0,36.3365,1070.6,0,3,0,771,0,667.6666667,0,0,3,0.292682927,0,667.6666667,667.6666667,0.2,0.4,0.4,283392,53,66,movie,smooth motion,0,54.49336842
346,0.29167,0,0,36.4874,1197.4,0,3,0,1203,0,879,0,0,3,0.291497032,0,879,879,0.1999994,0.3999988,0.3999988,283392,53,66,movie,smooth motion,0,54.2751147
347,0.25,0,0,37.1148,1311.2,0,3,0,1232,0,879,0,0,3,0.292682927,0,879,879,0.2,0.4,0.4,368640,53,66,movie,smooth motion,0,52.42623888
348,0.25,0,0,38.1084,1682.4,0,3,0,1866,0,1286.333333,0,0,3,0.292682927,0,1286.333333,1286.333333,0.2,0.4,0.4,494592,53,66,movie,smooth motion,0,48.46512808
349,1.2083,0,0,34.4895,433.2,0,1,0,173,0,173,0,0,1,0.089219596,0,173,173,0.4,0,0,141810,53,66,movie,smooth motion,0,43.04489524
350,1.25,0,0,35.8052,689.6,0,2,0,356,0,318,0,0,2,0.177777778,0,318,318,0.4,0,0,196608,53,66,movie,smooth motion,0,57.15279144
351,1.2083,2,3.6667,37.853,1624.6,6.4583,2,1,2502,-1203,1852.5,-1203,0.107864975,3,0.161797462,0.423079142,1636,834,0.230768343,0,0.346152515,403691,53,66,movie,smooth motion,0,31.68104963
352,1.2083,0,0,36.4097,856.8,0,4,0,663,0,324.75,0,0,4,0.356878385,0,324.75,324.75,0.2,0,0.2,222859,53,66,movie,smooth motion,0,56.73843363
353,1.25,0,0,35.3886,537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196608,53,66,movie,smooth motion,1,47.19887172
354,1.25,3,0.43056,35.9797,683.4,0.66667,1,0,183,0,183,0,0.239202022,1,0.079734007,0.114393758,183,183,0.708484993,0,0,196608,53,66,movie,smooth motion,0,38.9180398
355,5.875,4,0.64583,32.9775,327.2,1.0417,0,1,0,-491,0,-491,0.21670468,1,0.05417617,0.205295908,491,-491,0.158940818,0.635763274,0,95944,53,66,movie,smooth motion,0,23.12839103
356,1.6667,1,0.125,35.5281,573.6,0.125,0,1,0,-183,0,-183,0.084805414,1,0.084805414,0.012345679,183,-183,0.197530864,0,0,196608,53,66,movie,smooth motion,0,47.88547535
357,1.3333,0,0,37.7108,1285.8,0,1,0,943,0,943,0,0,1,0.088235554,0,943,943,0.6,0,0.6,280476,53,66,movie,smooth motion,0,64.6777957
358,0.75,0,0,37.9454,1190.4,0,2,0,1232,0,756,0,0,2,0.186046512,0,756,756,0.2,0,0.2,376936,53,66,movie,smooth motion,0,57.00391692
359,0.625,1,0.29167,38.3006,1474.4,0.29167,1,0,943,0,943,0,0.091602774,1,0.091602774,0.028340313,943,943,0.777325418,0,0.777325418,311880,53,66,movie,smooth motion,0,68.78964488
360,0.66667,1,0.083333,38.7074,1588.2,0.083333,2,0,943,0,756,0,0.093023256,2,0.186046512,0.008264135,756,756,0.198347173,0,0.793388692,401320,53,66,movie,smooth motion,0,62.11248154
361,0.5,1,0.20833,40.2659,2056.4,0.20833,2,0,1512,0,1073,0,0.093385505,2,0.186771009,0.020407903,1073,1073,0.195919007,0,0.783676028,734152,53,66,movie,smooth motion,0,71.59626407
362,0.41667,2,1.8542,39.23,1828.8,2.3333,1,2,2146,-634,2146,-601.5,0.14159292,3,0.212389381,0.27051654,1116.333333,314.3333333,0.145896692,0,0.583586768,501512,53,66,movie,smooth motion,0,62.17144987
363,0.33333,2,0.54167,42.17,2925.6,0.83333,1,1,3368,-1222,3368,-1222,0.17518197,2,0.17518197,0.097747346,2295,1073,0.360901062,0,0.721802123,1100072,53,66,movie,smooth motion,0,59.92797823
364,0.33333,3,0.95833,43.2676,3170,1.5833,1,1,3368,-1222,3368,-1222,0.227129911,2,0.15141994,0.223299161,2295,1073,0.466020503,0,0.621360671,1310680,53,66,movie,smooth motion,0,63.26977406
365,0.33333,2,0.1875,44.1435,3414.4,0.20833,1,0,3368,0,3368,0,0.186771009,1,0.093385505,0.036144683,3368,3368,0.771086567,0,0.771086567,1539720,53,66,movie,smooth motion,0,66.93568832
366,0.33333,0,0,45.0517,4164.2,0,3,0,3368,0,1920.333333,0,0,3,0.290323517,0,1920.333333,1920.333333,0.2000006,0,0.8000024,1539720,53,66,movie,smooth motion,0,78.40347991
367,0.33333,2,3.1875,45.2856,4228,6.3333,2,0,3368,0,2362,0,0.119700987,2,0.119700987,0.389311858,2362,2362,0.366412885,0,0.488550513,1539720,53,66,movie,smooth motion,0,59.42936677
368,0.91667,0,0,37.5359,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999997,0,0,307200,53,66,movie,smooth motion,1,67.219314
369,1.0833,0,0,37.8077,1132.6,0,1,0,663,0,663,0,0,1,0.090225835,0,663,663,0.2,0,0.2,314880,53,66,movie,smooth motion,0,72.46271195
370,1.0833,0,0,39.7804,2096.2,0,1,0,5481,0,5481,0,0,1,0.090225835,0,5481,5481,0.2,0,0.2,537600,53,66,movie,smooth motion,0,66.39631353
371,0.91667,0,0,38.9767,1644.2,0,2,0,663,0,616,0,0,2,0.183205547,0,616,616,0.1999994,0,0.7999976,430848,53,66,movie,smooth motion,0,72.66744182
372,0.91667,0,0,39.604,1758,0,2,0,663,0,616,0,0,2,0.183205547,0,616,616,0.3999988,0,0.7999976,534528,53,66,movie,smooth motion,0,72.10181961
373,1.0833,1,0.83333,39.755,1884.8,0.83333,3,0,663,0,622,0,0.083915849,3,0.251747548,0.076928757,622,622,0.184614249,0,0.738456994,534528,53,66,movie,smooth motion,0,61.0733567
374,0.91667,0,0,41.059,2369.8,0,4,0,1222,0,772,0,0,4,0.366411095,0,772,772,0.1999994,0,0.7999976,812928,53,66,movie,smooth motion,0,72.94739635
375,1.4167,1,0.25,38.7991,1663,0.25,0,0,0,0,0,0,0.085714041,0,0,0.024390244,0,0,0.975609756,0,0.975609756,345600,53,66,movie,smooth motion,1,63.08079315
376,1.2083,0,0,38.7991,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,345600,53,66,movie,smooth motion,1,70.39873165
377,1.2083,0,0,40.7644,2245,0,2,0,634,0,601.5,0,0,2,0.178439192,0,601.5,601.5,0.2,0,1,784896,53,66,movie,smooth motion,0,83.15295362
378,1.2083,1,0.083333,40.8821,2371.8,0.083333,2,0,634,0,601.5,0,0.088560624,2,0.177121248,0.00827102,601.5,601.5,0.396691592,0,0.99172898,784896,53,66,movie,smooth motion,0,78.16840153
379,1.2083,1,0.083333,41.9338,2743,0.083333,3,0,1222,0,808.3333333,0,0.088560624,3,0.265681873,0.00827102,808.3333333,808.3333333,0.198345796,0,0.99172898,964224,53,66,movie,smooth motion,0,78.77613599
380,1.7917,1,0.79167,38.4227,1379,0.79167,0,2,0,-663,0,-616,0.079470409,2,0.158940818,0.073353349,616,-616,0.18532933,0,0.37065866,413952,53,66,movie,smooth motion,0,65.89479891
381,1.6667,2,1.0625,38.9736,1644.2,1.2083,1,2,663,-663,663,-616,0.145014755,3,0.217522133,0.175257732,631.6666667,-189.6666667,0.164948454,0,0.659793814,430848,53,66,movie,smooth motion,0,60.77677788
382,2.2083,2,0.70833,39.5314,1884.8,1.2083,1,2,1866,-663,1866,-616,0.146788991,3,0.220183486,0.124090149,1032.666667,211.3333333,0.17518197,0,0.700727881,534528,53,66,movie,smooth motion,0,63.90173013
383,1.5833,2,1,39.1643,1625.4,1.5,1,1,663,-1232,663,-1232,0.147239625,2,0.147239625,0.166666667,947.5,-284.5,0.333333333,0,0.5,525312,53,66,movie,smooth motion,0,60.77279417
384,1.5,0,0,42.3609,3110.4,0,0,1,0,-1222,0,-1222,0,1,0.086956522,0,1222,-1222,0.2,0,1,1115136,53,66,movie,smooth motion,0,86.28115873
385,1.5,0,0,42.3609,3110.4,0,0,1,0,-1222,0,-1222,0,1,0.086956522,0,1222,-1222,0.2,0,1,1115136,53,66,movie,smooth motion,0,80.13786513
386,1.5,4,0.51042,43.6713,3472.4,0.91667,0,2,0,-1222,0,-928,0.295383888,2,0.147691944,0.169552472,928,-928,0.498268517,0,0.830447528,1557504,53,66,movie,smooth motion,0,63.83252122
387,1.5,4,0.61458,43.8222,3599.2,1.0833,0,1,0,-1222,0,-1222,0.286567849,1,0.071641962,0.197322267,1222,-1222,0.48160664,0,0.802677733,1557504,53,66,movie,smooth motion,0,63.80502267
388,1.5,4,0.76042,44.7689,3716.8,1.4167,0,1,0,-1856,0,-1856,0.275071003,1,0.068767751,0.233228797,1856,-1856,0.613416963,0,0.766771203,1806336,53,66,movie,smooth motion,0,58.14059456
389,1.4583,2,0.16667,45.7958,4088,0.20833,0,0,0,0,0,0,0.169610828,0,0,0.032264308,0,0,0.967735692,0,0.967735692,2073600,53,66,movie,smooth motion,1,76.41686293
390,1.9167,4,1.3542,44.1693,3951,2.1667,0,3,0,-2393,0,-1416.333333,0.230769675,3,0.173077256,0.351348546,1416.333333,-1416.333333,0.129730291,0,0.648651454,1557504,53,66,movie,smooth motion,0,55.4033768
391,1.9167,4,1.4688,43.9511,3981.6,2.9167,0,4,0,-1856,0,-1204.5,0.224823935,4,0.224823935,0.37007874,1204.5,-1204.5,0.125984252,0,0.62992126,1378176,53,66,movie,smooth motion,0,53.3346829
392,1.9583,4,1.9271,44.4757,4222.2,3,0,4,0,-1356,0,-1062.25,0.203389486,4,0.203389486,0.435296244,1062.25,-1062.25,0.112940751,0,0.564703756,1557504,53,66,movie,smooth motion,0,48.00377909
393,1.5417,3,2.8056,46.1229,4864.6,3.4167,0,3,0,-1356,0,-1205,0.150313403,3,0.150313403,0.457011609,1205,-1205,0.108597678,0,0.542988391,1806336,53,66,movie,smooth motion,0,58.69637224
394,1.625,0,0,47.7423,5651.4,0,0,1,0,-1037,0,-1037,0,1,0.086021505,0,1037,-1037,0.2,0,1,2073600,53,66,movie,smooth motion,0,75.68194023
395,1.9167,4,1.1354,42.7652,3830.8,2.1667,0,2,0,-3615,0,-2409,0.243038467,2,0.121519233,0.312317764,2409,-2409,0.275072894,0,0.687682236,1007616,53,66,movie,smooth motion,0,55.08960716
396,1.5417,3,2.125,44.0444,4553.8,5.9167,0,1,0,-4818,0,-4818,0.167441549,1,0.05581385,0.389312977,4818,-4818,0.366412214,0,0.610687023,1209600,53,66,movie,smooth motion,0,56.14275029
397,1.5417,4,1.8229,44.6717,4667.6,5.875,0,2,0,-4249,0,-2409,0.212389756,2,0.106194878,0.421684517,2409,-2409,0.34698929,0,0.578315483,1378176,53,66,movie,smooth motion,0,39.30535171
398,1.5417,4,2.2917,45.1963,4908.2,5.9583,0,2,0,-3615,0,-2124.5,0.193159265,2,0.096579632,0.478259055,2124.5,-2124.5,0.313044567,0,0.521740945,1557504,53,66,movie,smooth motion,0,54.44943266
399,1.625,2,0.20833,48.4402,6481,0.33333,0,0,0,0,0,0,0.166089506,0,0,0.040003072,0,0,0.959996928,0,0.959996928,2073600,53,66,movie,smooth motion,1,72.64234027
400,2,4,0.39583,30.3101,214,0.79167,0,0,0,0,0,0,0.29447925,0,0,0.136688163,0,0,0.863311837,0.863311837,0,76800,56,11,movie,static,1,20.06484038
401,0.58333,0,0,32.5782,475.8,0,2,1,373,-205,314.5,-205,0,3,0.28346546,0,278,141.3333333,0.2000006,0.4000012,0,158700,56,11,movie,static,0,48.03977039
402,1.25,0,0,34.1798,666.6,0,2,0,373,0,254.5,0,0,2,0.177777778,0,254.5,254.5,0.6,0,0,237586,56,11,movie,static,0,48.85352122
403,0.375,0,0,44.5676,3025.8,0,2,0,2424,0,1821,0,0,2,0.192771084,0,1821,1821,0.2,0,0.8,1597440,56,11,movie,static,0,81.90675642
404,0.33333,0,0,45.7021,4330.8,0,2,0,3642,0,2299.5,0,0,2,0.193549011,0,2299.5,2299.5,0.6000018,0,0.8000024,1597440,56,11,movie,static,0,82.97106665
405,0.33333,2,4.0417,45.7021,4330.8,7.4167,2,0,3642,0,2299.5,0,0.108597089,2,0.108597089,0.44700573,2299.5,2299.5,0.331796562,0,0.442395416,1597440,56,11,movie,static,0,59.64570396
406,1.7917,1,0.75,37.3745,1542.2,0.75,0,3,0,-567,0,-483,0.079734007,3,0.239202022,0.069767442,483,-483,0.186046512,0,0.744186047,534528,56,11,movie,static,0,69.46200948
407,2.2917,2,0.625,39.2084,1901.2,0.95833,1,2,882,-536,882,-441,0.147691944,3,0.221537916,0.111111111,588,0,0.355555556,0,0.888888889,784896,56,11,movie,static,0,69.22722327
408,1.4167,4,0.96875,45.771,3939.2,2.0833,0,1,0,-2729,0,-2729,0.261579811,1,0.065394953,0.279279279,2729,-2729,0.576576577,0,0.720720721,1806336,56,11,movie,static,0,70.36469192
409,1.25,2,3,45.5817,4635.6,5.5,0,1,0,-4032,0,-4032,0.115942029,1,0.057971014,0.375,4032,-4032,0.5,0,0.625,1612800,56,11,movie,static,0,69.83297783
410,1.8,3,0.33333,27.1352,201,0.43333,0,0,0,0,0,0,0.234375,0,0,0.090909091,0,0,0.909090909,0.909090909,0,76800,66,15,architecture,static,1,20.67360459
411,0.53333,0,0,28.7012,398.6,0,2,1,362,-510,310,-510,0,3,0.284811028,0,376.6666667,36.66666667,0.2000006,0.4000012,0,141810,66,15,architecture,static,0,32.32734737
412,0.16667,0,0,30.6596,860,0,2,1,1435,-1435,1027.5,-1435,0,3,0.295081,0,1163.333333,206.6666667,0.1999994,0.3999988,0.1999994,276480,66,15,architecture,static,0,45.85142986
413,1.2333,0,0,29.7494,490.6,0,1,0,158,0,158,0,0,1,0.089021036,0,158,158,0.2,0,0,196608,66,15,architecture,static,0,44.78047871
414,1.8667,1,0.033333,30.1689,657.8,0.033333,0,1,0,-204,0,-204,0.084033613,1,0.084033613,0.003318948,204,-204,0.19933621,0,0,216411,66,15,architecture,static,0,41.21287929
415,1.5333,1,0.033333,33.733,1626,0.033333,2,0,516,0,439,0,0.086455082,2,0.172910165,0.003328882,439,439,0.199334224,0,0.996671118,543744,66,15,architecture,static,0,78.34730852
416,2,2,1.1667,35.3729,1977.2,1.4333,1,1,362,-878,362,-878,0.139535208,2,0.139535208,0.189186998,620,-258,0.486487801,0,0.810813002,784896,66,15,architecture,static,0,65.02836962
417,1.3667,4,0.75833,40.6179,3676.4,1.7667,0,1,0,-1114,0,-1114,0.277777778,1,0.069444444,0.232734611,1114,-1114,0.460359234,0,0.767265389,2073600,66,15,architecture,static,0,71.54701076
418,1.3667,4,0.74167,40.0395,3748.8,1.6,0,1,0,-1866,0,-1866,0.279070416,1,0.069767604,0.228787809,1866,-1866,0.616969753,0,0.771212191,1806336,66,15,architecture,static,0,66.29644002
419,1.3667,0,0,41.0482,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2073600,66,15,architecture,static,1,93.66028694
420,1.875,0,0,35.6386,537.6,0,0,1,0,-168,0,-168,0,1,0.084210526,0,168,-168,0.2,0,0,196608,72,56,movie,average motion,0,31.89859294
